"Havaintoasema","Vuosi","Kuukausi","Päivä","Aika [Paikallinen aika]","Sademäärä [mm]","Ilman keskilämpötila [°C]","Ylin lämpötila [°C]","Alin lämpötila [°C]"
"Enontekiö Kilpisjärvi kyläkeskus","2017","1","29","02:00","0.2","-0.1","2.9","-1.4"
"Enontekiö Kilpisjärvi kyläkeskus","2017","1","30","02:00","4.2","-3.9","-0.6","-6.6"
"Enontekiö Kilpisjärvi kyläkeskus","2017","1","31","02:00","2.1","-9.1","-2.5","-14.5"
"Enontekiö Kilpisjärvi kyläkeskus","2017","2","1","02:00","2.6","-10","-6.4","-14.3"
"Enontekiö Kilpisjärvi kyläkeskus","2017","2","2","02:00","-1","-8","-6.2","-12.2"
"Enontekiö Kilpisjärvi kyläkeskus","2017","2","3","02:00","-1","-9.9","-7.4","-12.4"
"Enontekiö Kilpisjärvi kyläkeskus","2017","2","4","02:00","-1","-8.5","-7.3","-9.7"
"Enontekiö Kilpisjärvi kyläkeskus","2017","2","5","02:00","1.1","-5.7","-4.6","-7.9"
"Enontekiö Kilpisjärvi kyläkeskus","2017","2","6","02:00","-1","-8.5","-5.7","-12.2"
"Enontekiö Kilpisjärvi kyläkeskus","2017","2","7","02:00","-1","-17.6","-7.5","-23.5"
"Enontekiö Kilpisjärvi kyläkeskus","2017","2","8","02:00","-1","-24.8","-21.6","-26.1"
"Enontekiö Kilpisjärvi kyläkeskus","2017","2","9","02:00","-1","-24.7","-20.5","-26.8"
"Enontekiö Kilpisjärvi kyläkeskus","2017","2","10","02:00","-1","-24.2","-20.8","-26.5"
"Enontekiö Kilpisjärvi kyläkeskus","2017","2","11","02:00","0","-21.4","-19","-24.8"
"Enontekiö Kilpisjärvi kyläkeskus","2017","2","12","02:00","4.1","-1.2","2.9","-19"
"Enontekiö Kilpisjärvi kyläkeskus","2017","2","13","02:00","4.3","2","4","-0.1"
"Enontekiö Kilpisjärvi kyläkeskus","2017","2","14","02:00","-1","-2.3","2.3","-3.8"
"Enontekiö Kilpisjärvi kyläkeskus","2017","2","15","02:00","-1","-0.3","2.1","-3.7"
"Enontekiö Kilpisjärvi kyläkeskus","2017","2","16","02:00","3.7","0.3","1.6","-0.6"
"Enontekiö Kilpisjärvi kyläkeskus","2017","2","17","02:00","9.1","-3.7","-0.2","-5.4"
"Enontekiö Kilpisjärvi kyläkeskus","2017","2","18","02:00","1.9","-10.6","-4","-15.8"
"Enontekiö Kilpisjärvi kyläkeskus","2017","2","19","02:00","2.5","-16.8","-11.3","-22.9"
"Enontekiö Kilpisjärvi kyläkeskus","2017","2","20","02:00","1.5","-18.8","-11.7","-23.9"
"Enontekiö Kilpisjärvi kyläkeskus","2017","2","21","02:00","-1","-14.6","-9.1","-19.4"
"Enontekiö Kilpisjärvi kyläkeskus","2017","2","22","02:00","2.5","-13.5","-10","-20"
"Enontekiö Kilpisjärvi kyläkeskus","2017","2","23","02:00","0.1","-12.6","-9.9","-16.4"
"Enontekiö Kilpisjärvi kyläkeskus","2017","2","24","02:00","1.5","-8.5","-5.2","-12.3"
"Enontekiö Kilpisjärvi kyläkeskus","2017","2","25","02:00","1.4","-8.9","-6.3","-18.7"
"Enontekiö Kilpisjärvi kyläkeskus","2017","2","26","02:00","-1","-8.9","-4.2","-14.2"
"Enontekiö Kilpisjärvi kyläkeskus","2017","2","27","02:00","3.7","-11.4","-8.6","-16.9"
"Enontekiö Kilpisjärvi kyläkeskus","2017","2","28","02:00","0.1","-11.8","-8.6","-15.2"
"Enontekiö Kilpisjärvi kyläkeskus","2017","3","1","02:00","0.7","-8","-5.4","-14.1"
"Enontekiö Kilpisjärvi kyläkeskus","2017","3","2","02:00","-1","-10.6","-5.9","-14.9"
"Enontekiö Kilpisjärvi kyläkeskus","2017","3","3","02:00","0.1","-11.6","-5.2","-20.3"
"Enontekiö Kilpisjärvi kyläkeskus","2017","3","4","02:00","0","-9.7","-5.7","-15.2"
"Enontekiö Kilpisjärvi kyläkeskus","2017","3","5","02:00","0.3","-15.6","-9.9","-19.8"
"Enontekiö Kilpisjärvi kyläkeskus","2017","3","6","02:00","-1","-20.4","-12.4","-25.4"
"Enontekiö Kilpisjärvi kyläkeskus","2017","3","7","02:00","-1","-18.6","-9.1","-28.1"
"Enontekiö Kilpisjärvi kyläkeskus","2017","3","8","02:00","0.4","-8.5","-6.3","-19"
"Enontekiö Kilpisjärvi kyläkeskus","2017","3","9","02:00","0","-10.4","-6.4","-12.4"
"Enontekiö Kilpisjärvi kyläkeskus","2017","3","10","02:00","1.5","-9.6","-1.3","-19.3"
"Enontekiö Kilpisjärvi kyläkeskus","2017","3","11","02:00","4.8","-4.8","-1.8","-6.9"
"Enontekiö Kilpisjärvi kyläkeskus","2017","3","12","02:00","0.1","-5.7","-3","-13.7"
"Enontekiö Kilpisjärvi kyläkeskus","2017","3","13","02:00","2","-4.4","-1.3","-13.2"
"Enontekiö Kilpisjärvi kyläkeskus","2017","3","14","02:00","0.5","-2.5","1.2","-7.1"
"Enontekiö Kilpisjärvi kyläkeskus","2017","3","15","02:00","5.3","-2","0.6","-6.9"
"Enontekiö Kilpisjärvi kyläkeskus","2017","3","16","02:00","0.7","-3.6","-0.5","-5"
"Enontekiö Kilpisjärvi kyläkeskus","2017","3","17","02:00","5.3","-3.7","-1.2","-9.8"
"Enontekiö Kilpisjärvi kyläkeskus","2017","3","18","02:00","-1","-6.9","-3.7","-10.3"
"Enontekiö Kilpisjärvi kyläkeskus","2017","3","19","02:00","0","-13.3","-3.9","-25.4"
"Enontekiö Kilpisjärvi kyläkeskus","2017","3","20","02:00","4.9","-5.5","-3.1","-11.7"
"Enontekiö Kilpisjärvi kyläkeskus","2017","3","21","02:00","4.3","-3.4","-2","-4.6"
"Enontekiö Kilpisjärvi kyläkeskus","2017","3","22","02:00","0.8","-3.3","-1.2","-3.9"
"Enontekiö Kilpisjärvi kyläkeskus","2017","3","23","02:00","0.2","-4.2","-1.3","-6.9"
"Enontekiö Kilpisjärvi kyläkeskus","2017","3","24","02:00","-1","-3.7","-0.2","-6.6"
"Enontekiö Kilpisjärvi kyläkeskus","2017","3","25","02:00","11.3","-5","1.9","-14.3"
"Enontekiö Kilpisjärvi kyläkeskus","2017","3","26","02:00","6.5","-1.6","2.8","-3.2"
"Enontekiö Kilpisjärvi kyläkeskus","2017","3","27","03:00","2.7","-5.2","-2.2","-6.6"
"Enontekiö Kilpisjärvi kyläkeskus","2017","3","28","03:00","0.5","-8.3","-4.2","-10.7"
"Enontekiö Kilpisjärvi kyläkeskus","2017","3","29","03:00","1.5","-11.2","-4.9","-15.2"
"Enontekiö Kilpisjärvi kyläkeskus","2017","3","30","03:00","0.3","-13.2","-5.2","-22.4"
"Enontekiö Kilpisjärvi kyläkeskus","2017","3","31","03:00","0","-13.5","-4.5","-25.4"
"Enontekiö Kilpisjärvi kyläkeskus","2017","4","1","03:00","0.2","-6.4","-2","-10.6"
"Enontekiö Kilpisjärvi kyläkeskus","2017","4","2","03:00","0","-11.1","-5.8","-22.6"
"Enontekiö Kilpisjärvi kyläkeskus","2017","4","3","03:00","1.7","-3","1.9","-13.9"
"Enontekiö Kilpisjärvi kyläkeskus","2017","4","4","03:00","1.2","3.7","6.3","0.3"
"Enontekiö Kilpisjärvi kyläkeskus","2017","4","5","03:00","2.3","0.1","2.6","-1.2"
"Enontekiö Kilpisjärvi kyläkeskus","2017","4","6","03:00","0","-4.2","-1.2","-6.3"
"Enontekiö Kilpisjärvi kyläkeskus","2017","4","7","03:00","-1","-9.6","-2.3","-15.4"
"Enontekiö Kilpisjärvi kyläkeskus","2017","4","8","03:00","0.1","-12.5","-4.1","-22.6"
"Enontekiö Kilpisjärvi kyläkeskus","2017","4","9","03:00","2.8","-5.9","-4.4","-14.4"
"Enontekiö Kilpisjärvi kyläkeskus","2017","4","10","03:00","0.8","-4.4","-1.5","-6.1"
"Enontekiö Kilpisjärvi kyläkeskus","2017","4","11","03:00","0.5","-5.5","-2.7","-6.2"
"Enontekiö Kilpisjärvi kyläkeskus","2017","4","12","03:00","0.3","-7.5","-3.1","-15.6"
"Enontekiö Kilpisjärvi kyläkeskus","2017","4","13","03:00","0.1","-7.1","-5","-8.7"
"Enontekiö Kilpisjärvi kyläkeskus","2017","4","14","03:00","0","-6","-2.9","-8.1"
"Enontekiö Kilpisjärvi kyläkeskus","2017","4","15","03:00","0","-5.1","-2.1","-9"
"Enontekiö Kilpisjärvi kyläkeskus","2017","4","16","03:00","-1","-6.2","-1.4","-7.7"
"Enontekiö Kilpisjärvi kyläkeskus","2017","4","17","03:00","-1","-12.8","-2.1","-23.7"
"Enontekiö Kilpisjärvi kyläkeskus","2017","4","18","03:00","1.9","-9.6","-1.3","-21.3"
"Enontekiö Kilpisjärvi kyläkeskus","2017","4","19","03:00","0.6","-2.7","0.4","-5.7"
"Enontekiö Kilpisjärvi kyläkeskus","2017","4","20","03:00","1.6","-1.7","3.9","-3.6"
"Enontekiö Kilpisjärvi kyläkeskus","2017","4","21","03:00","0","-6.6","0.1","-13.3"
"Enontekiö Kilpisjärvi kyläkeskus","2017","4","22","03:00","0","-5.5","1.7","-17.2"
"Enontekiö Kilpisjärvi kyläkeskus","2017","4","23","03:00","-1","-5.7","-2","-7.4"
"Enontekiö Kilpisjärvi kyläkeskus","2017","4","24","03:00","-1","-8.9","-2.3","-19.5"
"Enontekiö Kilpisjärvi kyläkeskus","2017","4","25","03:00","0.1","-4.1","-0.3","-8"
"Enontekiö Kilpisjärvi kyläkeskus","2017","4","26","03:00","-1","-4.2","0.4","-7.5"
"Enontekiö Kilpisjärvi kyläkeskus","2017","4","27","03:00","-1","-2.8","1.5","-8.1"
"Enontekiö Kilpisjärvi kyläkeskus","2017","4","28","03:00","-1","-6.6","2.8","-16.3"
"Enontekiö Kilpisjärvi kyläkeskus","2017","4","29","03:00","-1","-6.5","3.2","-18"
"Enontekiö Kilpisjärvi kyläkeskus","2017","4","30","03:00","3.1","-5.1","1.1","-15"
"Enontekiö Kilpisjärvi kyläkeskus","2017","5","1","03:00","1.7","-0.8","1","-3.3"
"Enontekiö Kilpisjärvi kyläkeskus","2017","5","2","03:00","0.1","0.1","2.2","-1.9"
"Enontekiö Kilpisjärvi kyläkeskus","2017","5","3","03:00","0","0.5","3.1","-1.6"
"Enontekiö Kilpisjärvi kyläkeskus","2017","5","4","03:00","0.1","2.8","6.2","-1.4"
"Enontekiö Kilpisjärvi kyläkeskus","2017","5","5","03:00","0.4","3.7","5.9","1.5"
"Enontekiö Kilpisjärvi kyläkeskus","2017","5","6","03:00","1.2","-2","1.5","-3.7"
"Enontekiö Kilpisjärvi kyläkeskus","2017","5","7","03:00","1","-4.7","-1.7","-6.1"
"Enontekiö Kilpisjärvi kyläkeskus","2017","5","8","03:00","0","-4.5","-1.6","-7.8"
"Enontekiö Kilpisjärvi kyläkeskus","2017","5","9","03:00","0.7","-2.9","0.7","-6.2"
"Enontekiö Kilpisjärvi kyläkeskus","2017","5","10","03:00","0.2","-2.7","-0.2","-5.3"
"Enontekiö Kilpisjärvi kyläkeskus","2017","5","11","03:00","0.3","-3.5","-0.1","-6.4"
"Enontekiö Kilpisjärvi kyläkeskus","2017","5","12","03:00","0.2","-2.3","0.7","-4.8"
"Enontekiö Kilpisjärvi kyläkeskus","2017","5","13","03:00","-1","-1.4","1.9","-3.4"
"Enontekiö Kilpisjärvi kyläkeskus","2017","5","14","03:00","-1","-2.1","2.2","-7.7"
"Enontekiö Kilpisjärvi kyläkeskus","2017","5","15","03:00","-1","-1.8","3.5","-10.7"
"Enontekiö Kilpisjärvi kyläkeskus","2017","5","16","03:00","-1","1.2","5.7","-6.1"
"Enontekiö Kilpisjärvi kyläkeskus","2017","5","17","03:00","-1","4.3","8.5","0"
"Enontekiö Kilpisjärvi kyläkeskus","2017","5","18","03:00","-1","5.3","9.9","-1.3"
"Enontekiö Kilpisjärvi kyläkeskus","2017","5","19","03:00","0","2.2","8.9","-2.6"
"Enontekiö Kilpisjärvi kyläkeskus","2017","5","20","03:00","-1","2.8","5.5","-0.1"
"Enontekiö Kilpisjärvi kyläkeskus","2017","5","21","03:00","-1","4.3","8.8","1"
"Enontekiö Kilpisjärvi kyläkeskus","2017","5","22","03:00","0","3.9","6.2","1.4"
"Enontekiö Kilpisjärvi kyläkeskus","2017","5","23","03:00","-1","1.1","4.7","-0.4"
"Enontekiö Kilpisjärvi kyläkeskus","2017","5","24","03:00","0","2.6","6.5","-1.6"
"Enontekiö Kilpisjärvi kyläkeskus","2017","5","25","03:00","0.4","3.1","5.8","0.5"
"Enontekiö Kilpisjärvi kyläkeskus","2017","5","26","03:00","0","0.3","3.3","-2.2"
"Enontekiö Kilpisjärvi kyläkeskus","2017","5","27","03:00","0.5","1.2","4.6","-1.9"
"Enontekiö Kilpisjärvi kyläkeskus","2017","5","28","03:00","4.5","0.8","3.4","-2.3"
"Enontekiö Kilpisjärvi kyläkeskus","2017","5","29","03:00","1.2","-0.2","1.9","-1.5"
"Enontekiö Kilpisjärvi kyläkeskus","2017","5","30","03:00","0.2","-0.7","1.7","-3"
"Enontekiö Kilpisjärvi kyläkeskus","2017","5","31","03:00","0.8","0.3","3.5","-3.4"
"Enontekiö Kilpisjärvi kyläkeskus","2017","6","1","03:00","0.3","0.9","4.3","-1.8"
"Enontekiö Kilpisjärvi kyläkeskus","2017","6","2","03:00","-1","1.6","4.2","-0.8"
"Enontekiö Kilpisjärvi kyläkeskus","2017","6","3","03:00","-1","1.8","5","-1"
"Enontekiö Kilpisjärvi kyläkeskus","2017","6","4","03:00","-1","1.7","3.5","-1.3"
"Enontekiö Kilpisjärvi kyläkeskus","2017","6","5","03:00","0.7","3.1","6.8","0.4"
"Enontekiö Kilpisjärvi kyläkeskus","2017","6","6","03:00","-1","5.4","9.1","2.3"
"Enontekiö Kilpisjärvi kyläkeskus","2017","6","7","03:00","-1","10.3","17.6","2"
"Enontekiö Kilpisjärvi kyläkeskus","2017","6","8","03:00","-1","11.1","17.2","2.2"
"Enontekiö Kilpisjärvi kyläkeskus","2017","6","9","03:00","-1","11.1","19.6","2"
"Enontekiö Kilpisjärvi kyläkeskus","2017","6","10","03:00","-1","11.2","18.4","3.7"
"Enontekiö Kilpisjärvi kyläkeskus","2017","6","11","03:00","-1","8.1","13.9","3.4"
"Enontekiö Kilpisjärvi kyläkeskus","2017","6","12","03:00","-1","10","14.2","4.6"
"Enontekiö Kilpisjärvi kyläkeskus","2017","6","13","03:00","-1","8.3","13.6","3.6"
"Enontekiö Kilpisjärvi kyläkeskus","2017","6","14","03:00","-1","9.3","15.3","2.6"
"Enontekiö Kilpisjärvi kyläkeskus","2017","6","15","03:00","-1","8.6","15.2","3.3"
"Enontekiö Kilpisjärvi kyläkeskus","2017","6","16","03:00","-1","8.2","13.7","3.1"
"Enontekiö Kilpisjärvi kyläkeskus","2017","6","17","03:00","0.9","8.1","13.5","4"
"Enontekiö Kilpisjärvi kyläkeskus","2017","6","18","03:00","1.8","7.2","10.7","4.2"
"Enontekiö Kilpisjärvi kyläkeskus","2017","6","19","03:00","-1","8","11.6","4.8"
"Enontekiö Kilpisjärvi kyläkeskus","2017","6","20","03:00","0.6","8","12.2","4.1"
"Enontekiö Kilpisjärvi kyläkeskus","2017","6","21","03:00","2.1","4.2","8.3","2.8"
"Enontekiö Kilpisjärvi kyläkeskus","2017","6","22","03:00","-1","4.6","7.3","2.2"
"Enontekiö Kilpisjärvi kyläkeskus","2017","6","23","03:00","-1","6.6","12.9","2.9"
"Enontekiö Kilpisjärvi kyläkeskus","2017","6","24","03:00","1.7","8","13.8","1.9"
"Enontekiö Kilpisjärvi kyläkeskus","2017","6","25","03:00","3.9","7.7","10","4.5"
"Enontekiö Kilpisjärvi kyläkeskus","2017","6","26","03:00","2.2","8","10.7","5.9"
"Enontekiö Kilpisjärvi kyläkeskus","2017","6","27","03:00","0.1","7.6","9.6","6.5"
"Enontekiö Kilpisjärvi kyläkeskus","2017","6","28","03:00","-1","7.6","11.1","4.9"
"Enontekiö Kilpisjärvi kyläkeskus","2017","6","29","03:00","-1","8.9","13.5","3.2"
"Enontekiö Kilpisjärvi kyläkeskus","2017","6","30","03:00","-1","10.6","17.1","4.4"
"Enontekiö Kilpisjärvi kyläkeskus","2017","7","1","03:00","-1","13.1","20.2","4"
"Enontekiö Kilpisjärvi kyläkeskus","2017","7","2","03:00","-1","14.8","18.7","11.5"
"Enontekiö Kilpisjärvi kyläkeskus","2017","7","3","03:00","13.9","8.5","17.4","7"
"Enontekiö Kilpisjärvi kyläkeskus","2017","7","4","03:00","0","6","9","3"
"Enontekiö Kilpisjärvi kyläkeskus","2017","7","5","03:00","-1","5.2","7.6","4.6"
"Enontekiö Kilpisjärvi kyläkeskus","2017","7","6","03:00","-1","6.8","10.3","3.4"
"Enontekiö Kilpisjärvi kyläkeskus","2017","7","7","03:00","-1","7.6","11.7","2"
"Enontekiö Kilpisjärvi kyläkeskus","2017","7","8","03:00","-1","9.2","15.9","1.1"
"Enontekiö Kilpisjärvi kyläkeskus","2017","7","9","03:00","-1","13.6","17.5","8.4"
"Enontekiö Kilpisjärvi kyläkeskus","2017","7","10","03:00","3.4","12.9","16.4","8.8"
"Enontekiö Kilpisjärvi kyläkeskus","2017","7","11","03:00","4.9","13.1","17.1","8.5"
"Enontekiö Kilpisjärvi kyläkeskus","2017","7","12","03:00","1.5","11.2","15.6","9.7"
"Enontekiö Kilpisjärvi kyläkeskus","2017","7","13","03:00","7.5","7.5","9.8","6.7"
"Enontekiö Kilpisjärvi kyläkeskus","2017","7","14","03:00","9.8","8.2","10.5","6"
"Enontekiö Kilpisjärvi kyläkeskus","2017","7","15","03:00","4","10.2","13.5","7.8"
"Enontekiö Kilpisjärvi kyläkeskus","2017","7","16","03:00","10.7","11.2","15.9","6.4"
"Enontekiö Kilpisjärvi kyläkeskus","2017","7","17","03:00","32.4","8.7","12.2","8"
"Enontekiö Kilpisjärvi kyläkeskus","2017","7","18","03:00","6.7","7.5","8.6","6.7"
"Enontekiö Kilpisjärvi kyläkeskus","2017","7","19","03:00","-1","8.8","11.5","6.9"
"Enontekiö Kilpisjärvi kyläkeskus","2017","7","20","03:00","-1","8.1","11.1","6.2"
"Enontekiö Kilpisjärvi kyläkeskus","2017","7","21","03:00","-1","8.8","13.8","3.8"
"Enontekiö Kilpisjärvi kyläkeskus","2017","7","22","03:00","-1","10.2","15.5","6.5"
"Enontekiö Kilpisjärvi kyläkeskus","2017","7","23","03:00","-1","13.6","20.3","6.2"
"Enontekiö Kilpisjärvi kyläkeskus","2017","7","24","03:00","-1","14.2","21.4","6.5"
"Enontekiö Kilpisjärvi kyläkeskus","2017","7","25","03:00","-1","14.4","22.6","6.6"
"Enontekiö Kilpisjärvi kyläkeskus","2017","7","26","03:00","0.2","12.5","22.2","7"
"Enontekiö Kilpisjärvi kyläkeskus","2017","7","27","03:00","-1","15.5","23.9","8.4"
"Enontekiö Kilpisjärvi kyläkeskus","2017","7","28","03:00","0.3","15.7","21.9","8.6"
"Enontekiö Kilpisjärvi kyläkeskus","2017","7","29","03:00","5.7","17.2","22.3","13"
"Enontekiö Kilpisjärvi kyläkeskus","2017","7","30","03:00","2.9","11.7","17","9.8"
"Enontekiö Kilpisjärvi kyläkeskus","2017","7","31","03:00","-1","9.1","11","6.9"
"Enontekiö Kilpisjärvi kyläkeskus","2017","8","1","03:00","0.4","11.8","14.1","9.5"
"Enontekiö Kilpisjärvi kyläkeskus","2017","8","2","03:00","2.6","12.2","15.9","11"
"Enontekiö Kilpisjärvi kyläkeskus","2017","8","3","03:00","0.2","11.7","15.8","10.1"
"Enontekiö Kilpisjärvi kyläkeskus","2017","8","4","03:00","7.2","11.8","16.7","9.6"
"Enontekiö Kilpisjärvi kyläkeskus","2017","8","5","03:00","0.3","12.1","15","9.9"
"Enontekiö Kilpisjärvi kyläkeskus","2017","8","6","03:00","0.3","10.5","12.6","8.7"
"Enontekiö Kilpisjärvi kyläkeskus","2017","8","7","03:00","6","10.3","13.1","9.3"
"Enontekiö Kilpisjärvi kyläkeskus","2017","8","8","03:00","0.2","12.1","16.4","7"
"Enontekiö Kilpisjärvi kyläkeskus","2017","8","9","03:00","0.9","10.7","13.5","9.2"
"Enontekiö Kilpisjärvi kyläkeskus","2017","8","10","03:00","8.2","11.2","13.7","8.1"
"Enontekiö Kilpisjärvi kyläkeskus","2017","8","11","03:00","0","12.2","16.6","8.4"
"Enontekiö Kilpisjärvi kyläkeskus","2017","8","12","03:00","-1","13","19","10.9"
"Enontekiö Kilpisjärvi kyläkeskus","2017","8","13","03:00","-1","10.4","14.6","8.1"
"Enontekiö Kilpisjärvi kyläkeskus","2017","8","14","03:00","0.5","8.7","11.1","6.7"
"Enontekiö Kilpisjärvi kyläkeskus","2017","8","15","03:00","-1","7.4","10.6","5.7"
"Enontekiö Kilpisjärvi kyläkeskus","2017","8","16","03:00","9","9.7","16.8","1.2"
"Enontekiö Kilpisjärvi kyläkeskus","2017","8","17","03:00","0","10.1","13.9","9.1"
"Enontekiö Kilpisjärvi kyläkeskus","2017","8","18","03:00","-1","11.1","15.3","4.3"
"Enontekiö Kilpisjärvi kyläkeskus","2017","8","19","03:00","6.3","13.8","16.6","11.9"
"Enontekiö Kilpisjärvi kyläkeskus","2017","8","20","03:00","10.9","11.2","14","9.5"
"Enontekiö Kilpisjärvi kyläkeskus","2017","8","21","03:00","1.8","6.4","9.5","5.4"
"Enontekiö Kilpisjärvi kyläkeskus","2017","8","22","03:00","0","5.4","8","2.1"
"Enontekiö Kilpisjärvi kyläkeskus","2017","8","23","03:00","0.5","6.5","10.6","4.5"
"Enontekiö Kilpisjärvi kyläkeskus","2017","8","24","03:00","0.5","5.8","7","4.6"
"Enontekiö Kilpisjärvi kyläkeskus","2017","8","25","03:00","7.8","4","5.7","2.9"
"Enontekiö Kilpisjärvi kyläkeskus","2017","8","26","03:00","0","4.8","7.9","3"
"Enontekiö Kilpisjärvi kyläkeskus","2017","8","27","03:00","-1","6","10","1.3"
"Enontekiö Kilpisjärvi kyläkeskus","2017","8","28","03:00","0.5","8.7","13.2","3.4"
"Enontekiö Kilpisjärvi kyläkeskus","2017","8","29","03:00","5.9","9.6","14.4","9"
"Enontekiö Kilpisjärvi kyläkeskus","2017","8","30","03:00","2.4","8.6","11.6","4.1"
"Enontekiö Kilpisjärvi kyläkeskus","2017","8","31","03:00","-1","8.1","10.7","6.6"
"Enontekiö Kilpisjärvi kyläkeskus","2017","9","1","03:00","-1","5.6","10.1","2.3"
"Enontekiö Kilpisjärvi kyläkeskus","2017","9","2","03:00","-1","5.9","11.5","-0.6"
"Enontekiö Kilpisjärvi kyläkeskus","2017","9","3","03:00","-1","9.6","12.2","4.4"
"Enontekiö Kilpisjärvi kyläkeskus","2017","9","4","03:00","-1","10.2","16.7","3.5"
"Enontekiö Kilpisjärvi kyläkeskus","2017","9","5","03:00","-1","9.8","14.1","6.9"
"Enontekiö Kilpisjärvi kyläkeskus","2017","9","6","03:00","-1","7.7","11.8","5.7"
"Enontekiö Kilpisjärvi kyläkeskus","2017","9","7","03:00","-1","8.5","14.7","4"
"Enontekiö Kilpisjärvi kyläkeskus","2017","9","8","03:00","-1","6.2","10.4","1.2"
"Enontekiö Kilpisjärvi kyläkeskus","2017","9","9","03:00","0.3","5.1","8.5","3.5"
"Enontekiö Kilpisjärvi kyläkeskus","2017","9","10","03:00","4.3","5.4","7.2","4.8"
"Enontekiö Kilpisjärvi kyläkeskus","2017","9","11","03:00","1.8","8.4","11","5"
"Enontekiö Kilpisjärvi kyläkeskus","2017","9","12","03:00","7.8","9.8","11.1","7.8"
"Enontekiö Kilpisjärvi kyläkeskus","2017","9","13","03:00","0.3","7.1","9.8","6.2"
"Enontekiö Kilpisjärvi kyläkeskus","2017","9","14","03:00","-1","5.9","8","4.7"
"Enontekiö Kilpisjärvi kyläkeskus","2017","9","15","03:00","6.9","3.3","4.9","2.4"
"Enontekiö Kilpisjärvi kyläkeskus","2017","9","16","03:00","0","4.3","6.1","2.9"
"Enontekiö Kilpisjärvi kyläkeskus","2017","9","17","03:00","1.3","6","8.6","3.5"
"Enontekiö Kilpisjärvi kyläkeskus","2017","9","18","03:00","0","5.9","8.5","4.7"
"Enontekiö Kilpisjärvi kyläkeskus","2017","9","19","03:00","0","3","5.6","1"
"Enontekiö Kilpisjärvi kyläkeskus","2017","9","20","03:00","-1","1.6","3.3","1"
"Enontekiö Kilpisjärvi kyläkeskus","2017","9","21","03:00","0.3","3.2","5.2","0.5"
"Enontekiö Kilpisjärvi kyläkeskus","2017","9","22","03:00","-1","8.1","12.3","4.2"
"Enontekiö Kilpisjärvi kyläkeskus","2017","9","23","03:00","-1","7.9","10.8","6.1"
"Enontekiö Kilpisjärvi kyläkeskus","2017","9","24","03:00","-1","6.8","13.2","1.5"
"Enontekiö Kilpisjärvi kyläkeskus","2017","9","25","03:00","-1","8.5","11","7.2"
"Enontekiö Kilpisjärvi kyläkeskus","2017","9","26","03:00","-1","6.1","7.4","4.9"
"Enontekiö Kilpisjärvi kyläkeskus","2017","9","27","03:00","-1","5.5","11.7","1.2"
"Enontekiö Kilpisjärvi kyläkeskus","2017","9","28","03:00","-1","1.7","6.4","-0.5"
"Enontekiö Kilpisjärvi kyläkeskus","2017","9","29","03:00","-1","3","7","1.3"
"Enontekiö Kilpisjärvi kyläkeskus","2017","9","30","03:00","-1","5","13.4","-1.5"
"Enontekiö Kilpisjärvi kyläkeskus","2017","10","1","03:00","0","5.4","11.1","2.6"
"Enontekiö Kilpisjärvi kyläkeskus","2017","10","2","03:00","-1","3.9","5.7","1.2"
"Enontekiö Kilpisjärvi kyläkeskus","2017","10","3","03:00","0.3","3.4","5.4","3.1"
"Enontekiö Kilpisjärvi kyläkeskus","2017","10","4","03:00","0.1","3.7","4.6","2.5"
"Enontekiö Kilpisjärvi kyläkeskus","2017","10","5","03:00","-1","4","4.9","3.3"
"Enontekiö Kilpisjärvi kyläkeskus","2017","10","6","03:00","-1","3.4","5","1.6"
"Enontekiö Kilpisjärvi kyläkeskus","2017","10","7","03:00","0","4","6.2","2.9"
"Enontekiö Kilpisjärvi kyläkeskus","2017","10","8","03:00","0","2.6","5.9","-1.4"
